order_id,customer_id,seller_id,product_id,order_timestamp,order_date,order_hour,category,city,state,age_group,loyalty_tier,seller_tier,platform,payment_method,base_amount,discount_amount,delivery_fee,final_amount,status,delivery_time_hrs,rating
2606,676,71,415,2024-06-02 09:44:04,2024-06-02,9,Food,Jaipur,Rajasthan,25-34,silver,B,App,UPI,393.49,21.2,39,411.29,delivered,10.29,5
2607,11182,65,1144,2024-06-01 19:38:41,2024-06-01,19,Beauty,Pune,Maharashtra,18-24,bronze,B,App,UPI,1584.52,23.67,0,1560.85,delivered,46.98,3
2608,7428,199,1420,2024-06-03 10:18:46,2024-06-03,10,Grocery,Ahmedabad,Gujarat,25-34,bronze,C,App,Debit Card,1305.36,2.28,0,1303.08,delivered,45.08,5
2609,10035,608,673,2024-06-06 19:10:19,2024-06-06,19,Grocery,Ahmedabad,Gujarat,25-34,platinum,B,App,Credit Card,508.87,59.43,0,449.44,delivered,43.29,5
2610,2546,492,781,2024-06-15 15:37:06,2024-06-15,15,Electronics,Delhi,Delhi,45-54,bronze,B,App,Credit Card,63521.35,423.15,0,63098.2,delivered,40.4,4
2611,5761,227,1310,2024-06-05 14:12:01,2024-06-05,14,Grocery,Delhi,Delhi,35-44,gold,A,App,UPI,1094.61,61.0,0,1033.61,delivered,0.57,5
2612,6099,736,1599,2024-06-08 12:32:13,2024-06-08,12,Beauty,Mumbai,Maharashtra,35-44,bronze,B,Website,Debit Card,2320.72,2.61,0,2318.11,delivered,5.65,5
2613,9607,787,1433,2024-06-12 21:37:48,2024-06-12,21,Food,Delhi,Delhi,25-34,gold,B,App,COD,324.66,32.15,59,351.51,pending,,1
2614,7112,533,683,2024-06-10 19:41:16,2024-06-10,19,Food,Bangalore,Karnataka,18-24,platinum,B,App,UPI,649.7,80.04,0,569.66,delivered,31.56,5
2615,4825,410,431,2024-06-07 17:43:29,2024-06-07,17,Sports,Bangalore,Karnataka,18-24,silver,C,App,COD,17701.65,812.93,0,16888.72,delivered,5.55,5
2616,10881,353,579,2024-06-02 15:43:05,2024-06-02,15,Sports,Mumbai,Maharashtra,55+,silver,A,App,UPI,4989.58,303.77,0,4685.81,delivered,20.64,4
2617,7939,305,128,2024-06-14 13:45:57,2024-06-14,13,Food,Kolkata,West Bengal,35-44,silver,B,App,UPI,125.18,8.34,49,165.84,delivered,25.29,5
2618,156,133,1597,2024-06-04 14:54:47,2024-06-04,14,Food,Mumbai,Maharashtra,25-34,silver,B,App,UPI,444.96,21.74,39,462.22,pending,,2
2619,5074,599,95,2024-06-14 21:50:26,2024-06-14,21,Electronics,Kolkata,West Bengal,35-44,silver,B,App,UPI,79136.12,2808.13,0,76327.99,delivered,28.59,4
2620,10329,119,1580,2024-06-14 15:57:56,2024-06-14,15,Sports,Hyderabad,Telangana,35-44,silver,C,App,Credit Card,7123.05,474.1,0,6648.95,delivered,20.86,5
2621,10362,752,885,2024-06-12 00:57:22,2024-06-12,0,Food,Chennai,Tamil Nadu,25-34,bronze,B,Website,UPI,49.2,0.17,49,98.03,pending,,2
2622,4480,365,213,2024-06-02 22:13:24,2024-06-02,22,Food,Pune,Maharashtra,18-24,gold,B,API,Debit Card,321.51,20.58,39,339.93,delivered,43.65,4
2623,10600,213,1078,2024-06-11 18:47:54,2024-06-11,18,Fashion,Pune,Maharashtra,55+,silver,A,App,UPI,245.25,15.84,59,288.41,delivered,21.7,5
2624,2492,713,33,2024-06-09 10:57:21,2024-06-09,10,Electronics,Surat,Gujarat,45-54,gold,C,Website,UPI,19788.19,2012.95,0,17775.24,delivered,61.17,4
2625,4819,202,845,2024-06-10 09:22:36,2024-06-10,9,Food,Bangalore,Karnataka,18-24,silver,B,App,Debit Card,534.25,21.2,0,513.05,pending,,3
2626,2462,107,24,2024-06-13 14:46:13,2024-06-13,14,Sports,Hyderabad,Telangana,45-54,bronze,B,Website,UPI,6302.16,120.82,0,6181.34,delivered,12.85,5
2627,2945,446,974,2024-06-11 18:58:08,2024-06-11,18,Sports,Hyderabad,Telangana,18-24,silver,A,Website,Credit Card,15543.72,965.81,0,14577.91,delivered,15.49,5
2628,6465,601,1563,2024-06-14 22:35:01,2024-06-14,22,Sports,Ahmedabad,Gujarat,25-34,bronze,C,App,UPI,17192.13,494.79,0,16697.34,delivered,45.59,4
2629,1870,211,398,2024-06-09 07:47:29,2024-06-09,7,Electronics,Chennai,Tamil Nadu,18-24,silver,C,App,UPI,23676.3,1146.12,0,22530.18,delivered,29.1,5
2630,9164,767,1571,2024-06-04 13:02:06,2024-06-04,13,Fashion,Pune,Maharashtra,45-54,gold,B,Website,UPI,4386.06,381.16,0,4004.9,delivered,35.75,5
2631,9351,352,213,2024-06-09 12:32:44,2024-06-09,12,Food,Mumbai,Maharashtra,18-24,silver,B,Website,Credit Card,314.65,15.94,39,337.71,pending,,2
2632,7925,648,908,2024-06-02 15:09:05,2024-06-02,15,Food,Jaipur,Rajasthan,45-54,silver,B,Website,Debit Card,617.67,40.38,0,577.29,delivered,5.36,4
2633,3333,437,948,2024-06-07 20:52:40,2024-06-07,20,Sports,Mumbai,Maharashtra,25-34,silver,A,App,Debit Card,10910.89,556.37,0,10354.52,delivered,41.1,4
2634,11381,361,1979,2024-06-04 10:09:56,2024-06-04,10,Home & Kitchen,Surat,Gujarat,35-44,silver,B,App,Debit Card,3767.88,189.4,0,3578.48,delivered,47.73,5
2635,10411,110,127,2024-06-15 22:41:40,2024-06-15,22,Electronics,Jaipur,Rajasthan,25-34,bronze,A,App,Credit Card,3906.11,2.68,0,3903.43,delivered,41.65,4
2636,1866,413,1831,2024-06-09 12:21:51,2024-06-09,12,Fashion,Bangalore,Karnataka,18-24,bronze,B,App,UPI,1654.58,43.97,0,1610.61,delivered,28.33,5
2637,52,603,603,2024-06-01 20:02:09,2024-06-01,20,Sports,Bangalore,Karnataka,25-34,bronze,B,API,UPI,5700.81,121.01,0,5579.8,delivered,38.39,4
2638,2489,428,734,2024-06-10 18:34:43,2024-06-10,18,Electronics,Mumbai,Maharashtra,18-24,silver,B,App,Credit Card,24320.39,1581.35,0,22739.04,delivered,43.18,4
2639,2184,434,965,2024-06-05 17:33:22,2024-06-05,17,Grocery,Bangalore,Karnataka,25-34,platinum,C,App,UPI,1634.25,246.51,0,1387.74,cancelled,,2
2640,4163,727,1636,2024-06-10 21:02:33,2024-06-10,21,Fashion,Pune,Maharashtra,25-34,silver,B,App,UPI,2735.71,147.66,0,2588.05,delivered,6.61,4
2641,5288,550,168,2024-06-03 18:45:34,2024-06-03,18,Beauty,Ahmedabad,Gujarat,18-24,bronze,B,Website,Credit Card,667.34,8.43,0,658.91,delivered,20.22,5
2642,10630,450,1634,2024-06-05 20:07:56,2024-06-05,20,Home & Kitchen,Delhi,Delhi,25-34,silver,B,App,Debit Card,4581.3,271.06,0,4310.24,delivered,6.38,5
2643,7334,318,895,2024-06-09 18:27:35,2024-06-09,18,Beauty,Delhi,Delhi,18-24,bronze,C,App,UPI,1521.66,12.31,0,1509.35,delivered,8.61,4
2644,7166,533,1150,2024-06-08 19:33:24,2024-06-08,19,Sports,Mumbai,Maharashtra,18-24,bronze,B,App,UPI,11913.06,101.81,0,11811.25,pending,,2
2645,8737,506,943,2024-06-07 07:43:53,2024-06-07,7,Food,Chennai,Tamil Nadu,25-34,platinum,B,App,COD,747.79,117.76,0,630.03,delivered,39.7,4
2646,6226,350,1705,2024-06-05 18:15:36,2024-06-05,18,Fashion,Delhi,Delhi,25-34,gold,B,App,UPI,1550.21,97.18,0,1453.03,delivered,15.81,4
2647,461,474,4,2024-06-12 21:19:11,2024-06-12,21,Home & Kitchen,Pune,Maharashtra,45-54,gold,C,Website,COD,7094.15,662.12,0,6432.03,pending,,3
2648,9988,614,1534,2024-06-14 19:29:26,2024-06-14,19,Home & Kitchen,Bangalore,Karnataka,35-44,platinum,B,App,Credit Card,6645.07,821.94,0,5823.13,delivered,18.04,5
2649,11515,442,1750,2024-06-04 20:35:15,2024-06-04,20,Fashion,Mumbai,Maharashtra,25-34,silver,B,App,Debit Card,698.26,32.66,0,665.6,delivered,7.2,4
2650,2604,92,294,2024-06-01 23:33:55,2024-06-01,23,Food,Hyderabad,Telangana,35-44,bronze,C,App,COD,103.86,0.05,39,142.81,delivered,37.17,4
2651,8840,717,1386,2024-06-13 10:40:49,2024-06-13,10,Food,Chennai,Tamil Nadu,25-34,bronze,A,Website,Credit Card,619.14,9.83,0,609.31,delivered,62.7,3
2652,6750,748,905,2024-06-05 19:32:16,2024-06-05,19,Grocery,Kolkata,West Bengal,35-44,silver,A,App,Credit Card,484.7,14.4,59,529.3,delivered,42.01,4
2653,3912,222,677,2024-06-08 21:12:25,2024-06-08,21,Sports,Chennai,Tamil Nadu,35-44,silver,B,Website,Debit Card,9881.66,591.43,0,9290.23,delivered,82.01,3
2654,2812,59,1146,2024-06-12 06:05:41,2024-06-12,6,Electronics,Hyderabad,Telangana,55+,gold,B,App,UPI,51558.14,2769.75,0,48788.39,delivered,4.88,5
2655,6382,14,1257,2024-06-04 11:49:08,2024-06-04,11,Beauty,Delhi,Delhi,45-54,bronze,C,App,Wallet,295.89,4.98,59,349.91,delivered,21.59,5
2656,6149,521,1370,2024-06-15 12:31:38,2024-06-15,12,Electronics,Mumbai,Maharashtra,35-44,bronze,B,Website,UPI,26333.64,149.48,0,26184.16,delivered,52.82,4
2657,10068,383,609,2024-06-01 21:33:41,2024-06-01,21,Home & Kitchen,Kolkata,West Bengal,45-54,gold,B,App,UPI,12449.34,1487.53,0,10961.81,pending,,1
2658,2158,87,1514,2024-06-06 23:33:23,2024-06-06,23,Home & Kitchen,Surat,Gujarat,35-44,silver,B,App,UPI,14873.36,909.98,0,13963.38,delivered,35.6,4
2659,1711,497,979,2024-06-01 21:46:43,2024-06-01,21,Fashion,Mumbai,Maharashtra,25-34,bronze,B,App,UPI,4272.48,85.65,0,4186.83,delivered,37.96,5
2660,8701,82,523,2024-06-05 16:26:39,2024-06-05,16,Food,Ahmedabad,Gujarat,35-44,gold,C,Website,Debit Card,441.57,32.8,39,447.77,delivered,42.56,4
2661,165,324,444,2024-06-07 19:03:41,2024-06-07,19,Food,Hyderabad,Telangana,35-44,bronze,B,Website,UPI,406.73,5.95,39,439.78,delivered,86.93,1
2662,7947,793,91,2024-06-12 09:44:30,2024-06-12,9,Food,Delhi,Delhi,18-24,silver,C,App,UPI,535.78,18.14,0,517.64,delivered,11.04,4
2663,2506,70,464,2024-06-12 23:15:37,2024-06-12,23,Electronics,Pune,Maharashtra,25-34,gold,C,Website,Credit Card,56747.49,4557.16,0,52190.33,cancelled,,1
2664,3310,517,1745,2024-06-13 22:06:01,2024-06-13,22,Home & Kitchen,Surat,Gujarat,25-34,gold,B,Website,Credit Card,545.37,43.2,0,502.17,delivered,85.71,1
2665,9808,86,1133,2024-06-02 18:29:39,2024-06-02,18,Food,Mumbai,Maharashtra,25-34,platinum,A,Website,Wallet,354.35,44.16,59,369.19,delivered,42.35,3
2666,8860,742,1934,2024-06-08 10:44:44,2024-06-08,10,Beauty,Ahmedabad,Gujarat,35-44,bronze,B,Website,Credit Card,1162.92,3.14,0,1159.78,delivered,69.76,4
2667,11819,297,1622,2024-06-05 22:06:51,2024-06-05,22,Fashion,Jaipur,Rajasthan,35-44,silver,A,Website,UPI,427.72,16.06,59,470.66,delivered,36.55,3
2668,2185,320,112,2024-06-13 21:54:12,2024-06-13,21,Food,Mumbai,Maharashtra,45-54,gold,B,App,Wallet,436.62,31.57,49,454.05,delivered,13.18,5
2669,10869,237,1652,2024-06-02 23:04:45,2024-06-02,23,Electronics,Bangalore,Karnataka,55+,silver,B,App,Credit Card,63642.66,1503.01,0,62139.65,delivered,44.43,4
2670,6403,267,937,2024-06-14 16:44:46,2024-06-14,16,Grocery,Mumbai,Maharashtra,18-24,gold,A,App,COD,1661.11,156.22,0,1504.89,delivered,10.62,5
2671,3254,280,510,2024-06-12 13:07:32,2024-06-12,13,Food,Ahmedabad,Gujarat,18-24,silver,B,Website,UPI,857.75,56.08,0,801.67,cancelled,,2
2672,4477,250,1183,2024-06-05 14:44:13,2024-06-05,14,Food,Chennai,Tamil Nadu,35-44,bronze,A,App,UPI,576.75,11.59,0,565.16,delivered,10.14,5
2673,7297,146,1819,2024-06-09 16:53:32,2024-06-09,16,Fashion,Surat,Gujarat,35-44,silver,C,Website,UPI,2069.63,100.13,0,1969.5,returned,,1
2674,11629,73,75,2024-06-05 21:30:27,2024-06-05,21,Food,Mumbai,Maharashtra,25-34,silver,C,App,Debit Card,284.62,7.75,49,325.87,delivered,26.84,4
2675,2383,501,1245,2024-06-15 10:45:49,2024-06-15,10,Electronics,Jaipur,Rajasthan,25-34,bronze,B,App,Debit Card,27944.0,608.79,0,27335.21,delivered,14.58,5
2676,6242,85,310,2024-06-02 19:52:16,2024-06-02,19,Food,Mumbai,Maharashtra,25-34,silver,C,Website,COD,516.33,28.41,0,487.92,delivered,20.49,5
2677,5400,416,1043,2024-06-13 21:40:34,2024-06-13,21,Home & Kitchen,Kolkata,West Bengal,25-34,silver,B,App,Credit Card,5489.11,235.74,0,5253.37,delivered,8.51,5
2678,10551,462,1823,2024-06-02 12:52:07,2024-06-02,12,Fashion,Pune,Maharashtra,18-24,gold,B,App,Debit Card,4200.3,294.71,0,3905.59,delivered,43.31,5
2679,1639,171,286,2024-06-15 17:47:23,2024-06-15,17,Fashion,Kolkata,West Bengal,35-44,bronze,B,Website,UPI,4158.84,12.6,0,4146.24,pending,,2
2680,898,558,439,2024-06-09 20:22:01,2024-06-09,20,Home & Kitchen,Ahmedabad,Gujarat,18-24,gold,B,Website,Credit Card,5165.47,589.75,0,4575.72,delivered,88.49,2
2681,2752,80,163,2024-06-15 16:26:59,2024-06-15,16,Food,Delhi,Delhi,35-44,bronze,A,App,UPI,480.3,11.33,49,517.97,delivered,13.15,5
2682,7675,492,1460,2024-06-02 17:34:55,2024-06-02,17,Electronics,Delhi,Delhi,25-34,silver,B,App,Credit Card,64910.05,1774.3,0,63135.75,delivered,31.32,4
2683,2442,415,318,2024-06-01 20:56:27,2024-06-01,20,Home & Kitchen,Kolkata,West Bengal,18-24,platinum,B,App,COD,5995.95,1013.3,0,4982.65,pending,,2
2684,9192,5,1630,2024-06-12 10:24:07,2024-06-12,10,Fashion,Kolkata,West Bengal,45-54,bronze,B,App,Credit Card,312.97,3.52,29,338.45,delivered,7.82,5
2685,7150,202,791,2024-06-12 19:34:25,2024-06-12,19,Food,Chennai,Tamil Nadu,35-44,bronze,B,App,Wallet,203.66,2.19,39,240.47,delivered,21.95,5
2686,6733,445,370,2024-06-07 21:13:29,2024-06-07,21,Sports,Surat,Gujarat,35-44,bronze,B,App,UPI,9212.22,212.56,0,8999.66,delivered,34.24,4
2687,10695,190,925,2024-06-13 09:56:55,2024-06-13,9,Food,Ahmedabad,Gujarat,35-44,silver,B,App,Credit Card,313.83,8.99,59,363.84,delivered,25.27,4
2688,10339,731,425,2024-06-13 08:06:04,2024-06-13,8,Books,Ahmedabad,Gujarat,25-34,bronze,C,App,Credit Card,488.53,13.83,49,523.7,delivered,0.81,5
2689,8358,763,1941,2024-06-10 08:38:27,2024-06-10,8,Food,Mumbai,Maharashtra,25-34,silver,C,Website,Debit Card,230.75,15.08,59,274.67,delivered,46.07,4
2690,11228,736,1491,2024-06-10 19:29:52,2024-06-10,19,Food,Ahmedabad,Gujarat,25-34,platinum,B,Website,Credit Card,439.81,82.61,29,386.2,delivered,63.67,5
2691,9419,27,1417,2024-06-02 14:15:01,2024-06-02,14,Fashion,Bangalore,Karnataka,35-44,silver,C,App,Credit Card,1860.34,52.1,0,1808.24,delivered,4.61,5
2692,9015,222,176,2024-06-06 15:23:33,2024-06-06,15,Food,Kolkata,West Bengal,25-34,gold,B,App,UPI,284.44,14.75,29,298.69,delivered,39.96,4
2693,9550,447,476,2024-06-09 19:32:18,2024-06-09,19,Electronics,Mumbai,Maharashtra,45-54,bronze,C,App,Credit Card,28483.01,29.06,0,28453.95,delivered,24.5,4
2694,6347,282,1695,2024-06-04 17:13:15,2024-06-04,17,Home & Kitchen,Pune,Maharashtra,18-24,gold,B,App,Debit Card,9229.64,487.23,0,8742.41,delivered,30.72,3
2695,1447,586,197,2024-06-08 18:33:39,2024-06-08,18,Books,Pune,Maharashtra,25-34,bronze,A,Website,UPI,787.82,17.24,0,770.58,pending,,2
2696,4637,211,287,2024-06-06 21:42:57,2024-06-06,21,Food,Hyderabad,Telangana,18-24,bronze,C,App,UPI,517.89,6.74,0,511.15,pending,,3
2697,1110,176,182,2024-06-15 15:49:31,2024-06-15,15,Sports,Hyderabad,Telangana,45-54,platinum,B,App,Wallet,6885.03,996.07,0,5888.96,delivered,25.93,5
2698,2590,11,934,2024-06-07 21:32:24,2024-06-07,21,Beauty,Bangalore,Karnataka,25-34,bronze,A,Website,Debit Card,2494.97,57.59,0,2437.38,delivered,51.56,3
2699,4298,220,795,2024-06-09 17:48:10,2024-06-09,17,Food,Jaipur,Rajasthan,25-34,bronze,C,App,Credit Card,358.38,2.1,29,385.28,delivered,10.02,4
2700,1707,334,635,2024-06-12 14:35:16,2024-06-12,14,Food,Mumbai,Maharashtra,25-34,silver,C,Website,Debit Card,115.66,7.29,49,157.37,delivered,44.99,4
2701,4739,515,1054,2024-06-15 12:35:23,2024-06-15,12,Food,Hyderabad,Telangana,18-24,gold,C,API,Credit Card,703.66,73.92,0,629.74,cancelled,,2
2702,3766,202,617,2024-06-05 19:36:50,2024-06-05,19,Home & Kitchen,Bangalore,Karnataka,55+,gold,B,App,UPI,4263.51,214.16,0,4049.35,delivered,6.85,4
2703,66,709,265,2024-06-01 18:19:25,2024-06-01,18,Sports,Chennai,Tamil Nadu,25-34,silver,B,App,COD,11300.67,720.43,0,10580.24,pending,,2
2704,7680,749,612,2024-06-03 20:11:47,2024-06-03,20,Home & Kitchen,Hyderabad,Telangana,55+,bronze,B,App,UPI,5562.29,164.02,0,5398.27,delivered,15.13,5
2705,101,657,1657,2024-06-11 17:03:39,2024-06-11,17,Food,Chennai,Tamil Nadu,25-34,gold,B,App,UPI,626.87,33.53,0,593.34,delivered,45.04,4
2706,3528,726,1123,2024-06-09 21:30:19,2024-06-09,21,Beauty,Pune,Maharashtra,18-24,bronze,B,Website,Credit Card,1764.63,45.19,0,1719.44,delivered,37.58,4
2707,4159,599,3,2024-06-12 12:26:02,2024-06-12,12,Sports,Delhi,Delhi,55+,bronze,B,App,Debit Card,1012.39,8.65,0,1003.74,delivered,1.44,5
2708,11780,301,907,2024-06-06 19:35:14,2024-06-06,19,Fashion,Mumbai,Maharashtra,35-44,silver,A,Website,UPI,1787.26,68.46,0,1718.8,delivered,4.44,5
2709,4038,325,1012,2024-06-14 14:42:04,2024-06-14,14,Books,Chennai,Tamil Nadu,35-44,bronze,B,App,Debit Card,196.13,4.36,29,220.77,delivered,7.43,5
2710,3897,28,927,2024-06-06 09:07:59,2024-06-06,9,Food,Delhi,Delhi,25-34,bronze,A,App,UPI,327.44,4.71,29,351.73,delivered,2.78,5
2711,8401,48,125,2024-06-10 17:59:51,2024-06-10,17,Food,Delhi,Delhi,25-34,bronze,C,API,Wallet,638.03,13.08,0,624.95,cancelled,,1
2712,3337,398,1663,2024-06-06 12:58:40,2024-06-06,12,Beauty,Kolkata,West Bengal,25-34,silver,A,App,Debit Card,2425.46,56.94,0,2368.52,delivered,13.95,5
2713,9291,665,1050,2024-06-07 08:47:18,2024-06-07,8,Food,Ahmedabad,Gujarat,25-34,silver,B,Website,Credit Card,803.69,54.52,0,749.17,delivered,20.46,5
2714,11258,483,152,2024-06-08 13:29:33,2024-06-08,13,Sports,Mumbai,Maharashtra,18-24,platinum,B,App,UPI,9310.42,1580.35,0,7730.07,delivered,24.19,5
2715,1337,715,303,2024-06-08 23:59:04,2024-06-08,23,Fashion,Bangalore,Karnataka,25-34,gold,B,App,UPI,872.24,73.79,0,798.45,delivered,4.92,5
2716,6141,155,1960,2024-06-07 21:03:34,2024-06-07,21,Books,Delhi,Delhi,35-44,bronze,B,App,UPI,1398.79,9.51,0,1389.28,delivered,16.21,5
2717,5367,560,148,2024-06-13 23:26:10,2024-06-13,23,Fashion,Kolkata,West Bengal,25-34,gold,B,App,Debit Card,4605.9,347.69,0,4258.21,pending,,1
2718,10186,768,734,2024-06-14 06:58:05,2024-06-14,6,Electronics,Bangalore,Karnataka,45-54,silver,A,App,UPI,21913.37,595.78,0,21317.59,delivered,11.58,5
2719,2276,218,1770,2024-06-04 10:26:10,2024-06-04,10,Beauty,Kolkata,West Bengal,18-24,silver,B,App,UPI,1508.66,64.78,0,1443.88,delivered,44.88,4
2720,8178,579,1271,2024-06-05 12:46:52,2024-06-05,12,Grocery,Bangalore,Karnataka,18-24,silver,B,Website,Debit Card,463.55,29.98,39,472.57,delivered,43.97,4
2721,5340,582,21,2024-06-05 19:33:21,2024-06-05,19,Beauty,Pune,Maharashtra,25-34,bronze,C,App,Debit Card,516.96,12.06,0,504.9,delivered,46.53,4
2722,4302,158,823,2024-06-05 23:36:31,2024-06-05,23,Electronics,Bangalore,Karnataka,25-34,bronze,A,Website,COD,78983.5,1774.1,0,77209.4,delivered,53.33,4
2723,7236,703,758,2024-06-11 14:53:02,2024-06-11,14,Grocery,Jaipur,Rajasthan,25-34,bronze,C,App,Debit Card,303.51,6.01,59,356.5,pending,,2
2724,1788,33,847,2024-06-05 18:29:43,2024-06-05,18,Electronics,Pune,Maharashtra,18-24,gold,B,Website,UPI,74472.77,5009.83,0,69462.94,delivered,81.67,3
2725,1170,233,1462,2024-06-12 08:13:01,2024-06-12,8,Fashion,Pune,Maharashtra,35-44,silver,B,Website,Credit Card,207.46,6.01,49,250.45,pending,,3
2726,6607,568,1155,2024-06-14 18:38:10,2024-06-14,18,Fashion,Hyderabad,Telangana,25-34,bronze,B,App,Credit Card,4071.39,57.1,0,4014.29,delivered,33.47,5
2727,6173,328,156,2024-06-02 21:19:40,2024-06-02,21,Home & Kitchen,Kolkata,West Bengal,35-44,platinum,C,App,Credit Card,2753.97,513.99,0,2239.98,pending,,2
2728,7819,28,1417,2024-06-01 19:39:58,2024-06-01,19,Fashion,Delhi,Delhi,25-34,silver,A,Website,Credit Card,2148.43,95.25,0,2053.18,delivered,84.59,3
2729,3349,142,1948,2024-06-07 19:40:49,2024-06-07,19,Sports,Mumbai,Maharashtra,25-34,gold,C,App,UPI,16442.44,1740.35,0,14702.09,delivered,16.98,5
2730,2563,596,1658,2024-06-01 16:28:29,2024-06-01,16,Beauty,Mumbai,Maharashtra,18-24,silver,B,App,COD,2707.04,88.06,0,2618.98,delivered,28.1,5
2731,3245,527,1659,2024-06-14 15:43:35,2024-06-14,15,Electronics,Jaipur,Rajasthan,35-44,silver,B,App,UPI,48164.5,1265.67,0,46898.83,delivered,44.24,4
2732,10799,207,190,2024-06-14 14:18:43,2024-06-14,14,Electronics,Mumbai,Maharashtra,35-44,platinum,B,Website,UPI,82374.84,15992.06,0,66382.78,delivered,71.66,4
2733,5298,445,1360,2024-06-10 20:10:07,2024-06-10,20,Food,Bangalore,Karnataka,45-54,platinum,B,App,Credit Card,272.7,50.6,59,281.1,delivered,26.21,4
2734,10328,721,202,2024-06-04 18:01:13,2024-06-04,18,Grocery,Mumbai,Maharashtra,35-44,gold,B,API,UPI,1331.29,98.88,0,1232.41,delivered,79.23,3
2735,11519,715,1376,2024-06-06 12:47:14,2024-06-06,12,Food,Chennai,Tamil Nadu,55+,gold,B,App,UPI,512.42,61.24,0,451.18,delivered,47.59,4
2736,10889,550,1447,2024-06-10 16:53:40,2024-06-10,16,Sports,Surat,Gujarat,18-24,gold,B,App,UPI,11566.36,1248.54,0,10317.82,delivered,44.68,4
2737,9841,222,48,2024-06-12 09:39:42,2024-06-12,9,Electronics,Mumbai,Maharashtra,25-34,bronze,B,App,Credit Card,17457.64,296.03,0,17161.61,delivered,47.03,4
2738,9715,505,889,2024-06-07 07:03:06,2024-06-07,7,Food,Hyderabad,Telangana,35-44,platinum,A,Website,Credit Card,260.08,39.77,59,279.31,delivered,84.64,2
2739,6122,313,1669,2024-06-06 10:30:31,2024-06-06,10,Food,Chennai,Tamil Nadu,25-34,platinum,A,App,Credit Card,573.18,62.83,0,510.35,delivered,21.69,5
2740,4513,794,1240,2024-06-03 21:34:57,2024-06-03,21,Food,Delhi,Delhi,45-54,bronze,B,App,COD,638.26,8.17,0,630.09,delivered,30.9,4
2741,5732,536,1596,2024-06-05 12:39:13,2024-06-05,12,Home & Kitchen,Mumbai,Maharashtra,45-54,silver,C,Website,Wallet,4771.31,125.8,0,4645.51,delivered,51.16,4
2742,8881,779,147,2024-06-13 22:22:38,2024-06-13,22,Electronics,Pune,Maharashtra,35-44,bronze,A,App,Credit Card,30991.82,466.09,0,30525.73,delivered,23.32,4
2743,4478,310,996,2024-06-09 13:57:16,2024-06-09,13,Fashion,Kolkata,West Bengal,18-24,bronze,C,App,UPI,1386.3,18.24,0,1368.06,delivered,31.35,4
2744,153,176,1885,2024-06-08 14:02:11,2024-06-08,14,Electronics,Chennai,Tamil Nadu,35-44,bronze,B,App,UPI,9518.57,13.9,0,9504.67,delivered,47.64,4
2745,8706,700,1823,2024-06-08 20:30:16,2024-06-08,20,Fashion,Kolkata,West Bengal,55+,bronze,B,App,Wallet,4470.86,102.82,0,4368.04,delivered,18.93,5
2746,3088,333,932,2024-06-09 11:44:49,2024-06-09,11,Electronics,Mumbai,Maharashtra,18-24,silver,A,App,UPI,55333.35,1241.54,0,54091.81,delivered,18.84,5
2747,6700,689,758,2024-06-15 21:32:03,2024-06-15,21,Grocery,Kolkata,West Bengal,25-34,silver,C,App,UPI,324.98,21.02,39,342.96,delivered,45.17,4
2748,9332,422,78,2024-06-01 19:15:51,2024-06-01,19,Home & Kitchen,Hyderabad,Telangana,45-54,silver,A,App,UPI,8209.96,319.99,0,7889.97,delivered,3.54,5
2749,1660,368,1857,2024-06-12 08:06:04,2024-06-12,8,Food,Bangalore,Karnataka,25-34,bronze,A,App,UPI,464.93,4.27,59,519.66,delivered,39.33,4
2750,9319,199,1402,2024-06-09 22:40:22,2024-06-09,22,Food,Hyderabad,Telangana,18-24,bronze,C,Website,Credit Card,531.99,11.87,0,520.12,delivered,50.73,4
2751,8994,627,32,2024-06-10 12:43:24,2024-06-10,12,Grocery,Bangalore,Karnataka,45-54,gold,B,API,UPI,1148.39,131.2,0,1017.19,cancelled,,1
2752,3148,236,189,2024-06-02 12:27:54,2024-06-02,12,Home & Kitchen,Delhi,Delhi,25-34,bronze,B,App,Credit Card,825.64,19.55,0,806.09,delivered,2.1,4
2753,2472,379,605,2024-06-13 21:27:57,2024-06-13,21,Grocery,Kolkata,West Bengal,35-44,platinum,B,App,COD,488.22,62.36,29,454.86,delivered,17.85,4
2754,684,563,39,2024-06-14 13:49:59,2024-06-14,13,Food,Hyderabad,Telangana,45-54,bronze,A,App,UPI,294.37,1.46,39,331.91,delivered,1.65,4
2755,8974,769,1235,2024-06-12 19:57:53,2024-06-12,19,Food,Bangalore,Karnataka,25-34,bronze,A,App,UPI,349.03,6.85,59,401.18,delivered,1.67,4
2756,1629,412,1855,2024-06-07 06:37:32,2024-06-07,6,Beauty,Delhi,Delhi,18-24,bronze,B,Website,COD,1338.56,13.63,0,1324.93,delivered,48.44,4
2757,8675,159,1074,2024-06-06 22:16:36,2024-06-06,22,Grocery,Chennai,Tamil Nadu,25-34,bronze,B,App,Credit Card,1444.72,20.85,0,1423.87,delivered,16.65,5
2758,4540,736,1019,2024-06-15 14:21:34,2024-06-15,14,Food,Mumbai,Maharashtra,18-24,bronze,B,App,UPI,721.16,6.49,0,714.67,delivered,3.74,5
